service,speaker,utterance,state,HR_message,Employee_message,entities
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[""HR Assistant: No problem, tell me a bit about what kind of training you're looking for. What will you guys be learning about and do you need any special accommodations?"", ""Employee: We're hoping to improve our machine learning research skills. But no special accommodations are needed."", 'HR Assistant: Great, how many people will be attending this training? And approximately how long do you think it should last?  ', ""Employee: Three people will be participating and we'd like it to run for two days."", 'HR Assistant: Okay, thanks. Do you have a budget in mind for this? It would also help to know what your goals are for your team after the training.', 'Employee: Our budget is $5000. We want to come away with better research skills.', 'HR Assistant: No problem, when works best for your schedule? Also, do you have a preference for how the training is delivered, like online or in-person?', ""Employee: We're hoping for some online seminars on June 15th, 2023."", ""HR Assistant: Sounds good. One last thing - would you say your team's current skill level is beginner, intermediate or advanced? And can you provide the contact info for the person coordinating it all?"", 'Employee: Their level is intermediate. The coordinator is Henry Kim and you can reach him at hkim@researchlab.com or 555-1234.']","[{'training_topic': 'machine learning', 'special_requirements': 'no special accommodations are needed'}, {'number_of_participants': 'Three', 'training_duration': 'two days'}, {'budget_constraints': '$5000', 'desired_training_outcomes': 'better research skills'}, {'preferred_training_dates': 'June 15th, 2023', 'preferred_training_format': 'online seminars'}, {'current_skill_level': 'intermediate', 'contact_information': 'hkim@researchlab.com or 555-1234'}]","[""No problem, tell me a bit about what kind of training you're looking for. What will you guys be learning about and do you need any special accommodations?"", 'Great, how many people will be attending this training? And approximately how long do you think it should last?', 'Okay, thanks. Do you have a budget in mind for this? It would also help to know what your goals are for your team after the training.', 'No problem, when works best for your schedule? Also, do you have a preference for how the training is delivered, like online or in-person?', ""Sounds good. One last thing - would you say your team's current skill level is beginner, intermediate or advanced? And can you provide the contact info for the person coordinating it all?""]","[""We're hoping to improve our machine learning research skills. But no special accommodations are needed."", ""Three people will be participating and we'd like it to run for two days."", 'Our budget is $5000. We want to come away with better research skills.', ""We're hoping for some online seminars on June 15th, 2023."", 'Their level is intermediate. The coordinator is Henry Kim and you can reach him at hkim@researchlab.com or 555-1234.']","{'training_topic': 'machine learning', 'special_requirements': 'no special accommodations are needed', 'number_of_participants': 'Three', 'training_duration': 'two days', 'budget_constraints': '$5000', 'desired_training_outcomes': 'better research skills', 'preferred_training_dates': 'June 15th, 2023', 'preferred_training_format': 'online seminars', 'current_skill_level': 'intermediate', 'contact_information': 'hkim@researchlab.com or 555-1234'}"
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, how many folks will be joining in on the training? Go ahead and give me a number.', 'Employee: Three people will be participating in the training.', 'HR Assistant: Great, when would be the best dates for you all to do the training? If you could provide the dates in the YYYY-MM-DD format that would be super helpful. Also, what will the main focus or topic of the training be?', 'Employee: The dates I prefer for the training are 2023-06-15. The main topic will be machine learning research.  ', ""HR Assistant: Okay, got it. What's your budget looking like for the training? Just shoot me the amount in your local currency. And could you also give me the contact info for the person coordinating it all - name, email, phone number?"", 'Employee: The budget for the training is $10,000. The contact information for the person coordinating is Henry Kim, hkim@researchlab.com, 555-1234.', 'HR Assistant: Perfect, thanks so much. Are there any special needs or accommodations that need to be made for the training?', 'Employee: There are no special requirements or accommodations needed for the training.', 'HR Assistant: Almost there! What are the goals you hope to achieve from the training? Also, what would you describe as the current skill level of those participating - beginner, intermediate, advanced?', 'Employee: The desired outcomes of the training are to improve research skills. The current skill level of the participants is intermediate.  ', 'HR Assistant: Last couple questions - how long do you think the training should run? A few hours or a couple days? And what format or style of training do you prefer - something online, in-person, a workshop, seminar?', 'Employee: The training should last 2 days. The preferred format is online seminars.']","[{'number_of_participants': 'Three'}, {'preferred_training_dates': '2023-06-15', 'training_topic': 'machine learning research'}, {'budget_constraints': '$10,000', 'contact_information': 'hkim@researchlab.com, 555-1234'}, {'special_requirements': 'no'}, {'desired_training_outcomes': 'to improve research skills', 'current_skill_level': 'intermediate'}, {'training_duration': '2 days', 'preferred_training_format': 'online seminars'}]","['No problem, how many folks will be joining in on the training? Go ahead and give me a number.', 'Great, when would be the best dates for you all to do the training? If you could provide the dates in the YYYY-MM-DD format that would be super helpful. Also, what will the main focus or topic of the training be?', ""Okay, got it. What's your budget looking like for the training? Just shoot me the amount in your local currency. And could you also give me the contact info for the person coordinating it all - name, email, phone number?"", 'Perfect, thanks so much. Are there any special needs or accommodations that need to be made for the training?', 'Almost there! What are the goals you hope to achieve from the training? Also, what would you describe as the current skill level of those participating - beginner, intermediate, advanced?', 'Last couple questions - how long do you think the training should run? A few hours or a couple days? And what format or style of training do you prefer - something online, in-person, a workshop, seminar?']","['Three people will be participating in the training.', 'The dates I prefer for the training are 2023-06-15. The main topic will be machine learning research.', 'The budget for the training is $10,000. The contact information for the person coordinating is Henry Kim, hkim@researchlab.com, 555-1234.', 'There are no special requirements or accommodations needed for the training.', 'The desired outcomes of the training are to improve research skills. The current skill level of the participants is intermediate.', 'The training should last 2 days. The preferred format is online seminars.']","{'number_of_participants': 'Three', 'preferred_training_dates': '2023-06-15', 'training_topic': 'machine learning research', 'budget_constraints': '$10,000', 'contact_information': 'hkim@researchlab.com, 555-1234', 'special_requirements': 'no', 'desired_training_outcomes': 'to improve research skills', 'current_skill_level': 'intermediate', 'training_duration': '2 days', 'preferred_training_format': 'online seminars'}"
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, let me see what I can do. Are there any special needs or accommodations we should know about for the training? What topic are you looking to get more knowledge in?', ""Employee: No special needs, I'm hoping to improve my photography skills.  "", ""HR Assistant: Got it, when would be a good time to schedule this training for you? Just give me the dates in the format YYYY-MM-DD and how long you'd like it to run for."", ""Employee: The dates 2023-05-15 would work well for me, and I'd like it to be a 2 day training."", 'HR Assistant: Okay, great. Can you tell me your current level of experience with photography? Like beginner, intermediate or advanced?', 'Employee: My skills are at an intermediate level currently.', 'HR Assistant: No problem. About how many people do you think will be joining in on this training?', 'Employee: There will just be one person participating, myself.', 'HR Assistant: Alright, what kind of outcomes are you hoping to achieve from this training?', 'Employee: I want to get better at portrait photography.', 'HR Assistant: Sure thing. Last thing, can you provide me with the name, email and phone number of the person coordinating the training? ', 'Employee: The coordinator is Jordan Casey and their contact information is +1-555-0234.', ""HR Assistant: Great, thanks. Last couple questions - what's your budget for this training? Also, do you have a preference on if it's done online, in-person or as a workshop/seminar?"", 'Employee: The budget is 65000 in local currency, and an online course would work best for me.']","[{'special_requirements': 'No special needs', 'training_topic': 'photography'}, {'preferred_training_dates': '2023-05-15', 'training_duration': '2 day'}, {'current_skill_level': 'intermediate'}, {'number_of_participants': 'one'}, {'desired_training_outcomes': 'get better at portrait photography'}, {'contact_information': 'Jordan Casey'}, {'budget_constraints': '65000', 'preferred_training_format': 'online'}]","['No problem, let me see what I can do. Are there any special needs or accommodations we should know about for the training? What topic are you looking to get more knowledge in?', ""Got it, when would be a good time to schedule this training for you? Just give me the dates in the format YYYY-MM-DD and how long you'd like it to run for."", 'Okay, great. Can you tell me your current level of experience with photography? Like beginner, intermediate or advanced?', 'No problem. About how many people do you think will be joining in on this training?', 'Alright, what kind of outcomes are you hoping to achieve from this training?', 'Sure thing. Last thing, can you provide me with the name, email and phone number of the person coordinating the training?', ""Great, thanks. Last couple questions - what's your budget for this training? Also, do you have a preference on if it's done online, in-person or as a workshop/seminar?""]","[""No special needs, I'm hoping to improve my photography skills."", ""The dates 2023-05-15 would work well for me, and I'd like it to be a 2 day training."", 'My skills are at an intermediate level currently.', 'There will just be one person participating, myself.', 'I want to get better at portrait photography.', 'The coordinator is Jordan Casey and their contact information is +1-555-0234.', 'The budget is 65000 in local currency, and an online course would work best for me.']","{'special_requirements': 'No special needs', 'training_topic': 'photography', 'preferred_training_dates': '2023-05-15', 'training_duration': '2 day', 'current_skill_level': 'intermediate', 'number_of_participants': 'one', 'desired_training_outcomes': 'get better at portrait photography', 'contact_information': 'Jordan Casey', 'budget_constraints': '65000', 'preferred_training_format': 'online'}"
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, what kind of training are you looking for? Who should I contact to get the ball rolling?', ""Employee: You can contact Priya Singh. Her email is priya.dev@techcorp.com. She's coordinating it."", ""HR Assistant: Great, when would you like this training to happen? It's usually best if we have potential dates so we can find an instructor. What are your goals for this training and what do you hope to get out of it?  "", ""Employee: I was thinking April 15th, 2023. I'm hoping to improve my coding efficiency."", 'HR Assistant: Budgets are always important for planning. About how much is your team able to spend on this? Also, what format works best - something online or an in-person session?', ""Employee: Our budget is around $1000. Online videos would probably be easiest since we're all remote."", ""HR Assistant: It's good to know experience levels. Where would you say your skills are currently? Also, please let me know if any accommodations are needed. I want to make sure everyone can get the most out of it."", ""Employee: Most of our skills are at an intermediate level. We shouldn't need any special accommodations."", 'HR Assistant: Great. How many people will be attending? Also, about how long do you think the training should last to cover the material well?  ', 'Employee: Just me. I think 2 days should be sufficient time. ', ""HR Assistant: Almost there - can you give me a general topic for what you're looking to learn? I want to find the right fit."", ""Employee: The main topic I'm interested in is software development best practices.""]","[{'contact_information': 'Priya Singh'}, {'preferred_training_dates': 'April 15th, 2023', 'desired_training_outcomes': 'improve my coding efficiency'}, {'budget_constraints': '$1000', 'preferred_training_format': 'Online videos'}, {'current_skill_level': 'intermediate', 'special_requirements': ""We shouldn't need any special accommodations""}, {'number_of_participants': 'Just me', 'training_duration': '2 days'}, {'training_topic': 'software development best practices'}]","['No problem, what kind of training are you looking for? Who should I contact to get the ball rolling?', ""Great, when would you like this training to happen? It's usually best if we have potential dates so we can find an instructor. What are your goals for this training and what do you hope to get out of it?"", 'Budgets are always important for planning. About how much is your team able to spend on this? Also, what format works best - something online or an in-person session?', ""It's good to know experience levels. Where would you say your skills are currently? Also, please let me know if any accommodations are needed. I want to make sure everyone can get the most out of it."", 'Great. How many people will be attending? Also, about how long do you think the training should last to cover the material well?', ""Almost there - can you give me a general topic for what you're looking to learn? I want to find the right fit.""]","[""You can contact Priya Singh. Her email is priya.dev@techcorp.com. She's coordinating it."", ""I was thinking April 15th, 2023. I'm hoping to improve my coding efficiency."", ""Our budget is around $1000. Online videos would probably be easiest since we're all remote."", ""Most of our skills are at an intermediate level. We shouldn't need any special accommodations."", 'Just me. I think 2 days should be sufficient time.', ""The main topic I'm interested in is software development best practices.""]","{'contact_information': 'Priya Singh', 'preferred_training_dates': 'April 15th, 2023', 'desired_training_outcomes': 'improve my coding efficiency', 'budget_constraints': '$1000', 'preferred_training_format': 'Online videos', 'current_skill_level': 'intermediate', 'special_requirements': ""We shouldn't need any special accommodations"", 'number_of_participants': 'Just me', 'training_duration': '2 days', 'training_topic': 'software development best practices'}"
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[""HR Assistant: No problem, I'd be happy to help. What are you hoping to get out of this training? Do you need any special assistance for it?"", ""Employee: I want to learn how to produce music. I don't think I'll need any special accommodations."", ""HR Assistant: Got it. Do you have an idea of how much you might want to spend on this training? Also, do you have any dates in mind for when you'd like to do it?  "", 'Employee: My budget for the training is 7000 in my local currency. I was thinking June 15th, 2023 would work well for me.', 'HR Assistant: Sounds good. How long were you thinking the training should be? Also, will it just be you participating?', ""Employee: I'd like the training to be 40 hours. Yes, it will just be me taking the course."", 'HR Assistant: Okay, thanks for letting me know. Can you tell me your current skill level for this topic? And what exactly will the training be covering?', ""Employee: I'm a beginner when it comes to music production. The training will focus on teaching me how to produce music."", 'HR Assistant: Great, just one more thing - can you provide the contact info for the person in charge of coordinating the training? And do you have a preference for taking it online or in person?', ""Employee: The coordinator's name is Elijah Barnes and you can reach him at @elijahmusic. I think an online course would work best for me.""]","[{'desired_training_outcomes': 'I want to learn how to produce music', 'special_requirements': ""I don't think I'll need any special accommodations""}, {'budget_constraints': '7000', 'preferred_training_dates': 'June 15th, 2023'}, {'training_duration': '40 hours', 'number_of_participants': 'it will just be me'}, {'current_skill_level': 'beginner', 'training_topic': 'teaching me how to produce music'}, {'contact_information': '@elijahmusic', 'preferred_training_format': 'online'}]","[""No problem, I'd be happy to help. What are you hoping to get out of this training? Do you need any special assistance for it?"", ""Got it. Do you have an idea of how much you might want to spend on this training? Also, do you have any dates in mind for when you'd like to do it?"", 'Sounds good. How long were you thinking the training should be? Also, will it just be you participating?', 'Okay, thanks for letting me know. Can you tell me your current skill level for this topic? And what exactly will the training be covering?', 'Great, just one more thing - can you provide the contact info for the person in charge of coordinating the training? And do you have a preference for taking it online or in person?']","[""I want to learn how to produce music. I don't think I'll need any special accommodations."", 'My budget for the training is 7000 in my local currency. I was thinking June 15th, 2023 would work well for me.', ""I'd like the training to be 40 hours. Yes, it will just be me taking the course."", ""I'm a beginner when it comes to music production. The training will focus on teaching me how to produce music."", ""The coordinator's name is Elijah Barnes and you can reach him at @elijahmusic. I think an online course would work best for me.""]","{'desired_training_outcomes': 'I want to learn how to produce music', 'special_requirements': ""I don't think I'll need any special accommodations"", 'budget_constraints': '7000', 'preferred_training_dates': 'June 15th, 2023', 'training_duration': '40 hours', 'number_of_participants': 'it will just be me', 'current_skill_level': 'beginner', 'training_topic': 'teaching me how to produce music', 'contact_information': '@elijahmusic', 'preferred_training_format': 'online'}"
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[""HR Assistant: No problem, let's see what we can do. Can you tell me who the main contact is for coordinating the training? It would be helpful to have their name, email, and phone number. Also, do you have any dates in mind that would work well for the training? If you can provide the dates in the YYYY-MM-DD format that would be great."", 'Employee: The main contact is Jordan Casey, their phone number is +1-555-0234, and some potential dates that could work are June 15, 2023.  ', 'HR Assistant: Thanks for providing that information. To help with planning, can you give me an idea of roughly how much budget is available for the training? Also, how many people do you expect will be participating?', 'Employee: The budget available is 65,000 in local currency and there will be one participant.', 'HR Assistant: Great, thanks. To help design the training, can you let me know the current skill level of the participant? Something like beginner, intermediate, or advanced would be helpful to know.', 'Employee: The current skill level of the participant is intermediate.', 'HR Assistant: No problem. Are there any special needs or accommodations I should be aware of? And about how long would you like the training to last, in hours or days?', 'Employee: There are no special requirements and the training should last for two weeks. ', ""HR Assistant: Okay, that's helpful to know. Finally, what is the main topic or subject you're looking to cover in the training?"", 'Employee: The main topic of the training is to improve photography skills, specifically portrait photography.', 'HR Assistant: Thanks for providing all those details. To wrap things up, what would you say are the desired outcomes or goals of this training? And do you have a preference for the format, such as online, in-person, workshop, or seminar?', 'Employee: The goal is to get better at taking portrait photographs. An online course would be preferred for the format.']","[{'contact_information': 'Jordan Casey', 'preferred_training_dates': 'June 15, 2023'}, {'budget_constraints': '65,000', 'number_of_participants': 'one'}, {'current_skill_level': 'intermediate'}, {'special_requirements': 'no special requirements', 'training_duration': 'two weeks'}, {'training_topic': 'to improve photography skills'}, {'desired_training_outcomes': 'to get better at taking portrait photographs', 'preferred_training_format': 'online'}]","[""No problem, let's see what we can do. Can you tell me who the main contact is for coordinating the training? It would be helpful to have their name, email, and phone number. Also, do you have any dates in mind that would work well for the training? If you can provide the dates in the YYYY-MM-DD format that would be great."", 'Thanks for providing that information. To help with planning, can you give me an idea of roughly how much budget is available for the training? Also, how many people do you expect will be participating?', 'Great, thanks. To help design the training, can you let me know the current skill level of the participant? Something like beginner, intermediate, or advanced would be helpful to know.', 'No problem. Are there any special needs or accommodations I should be aware of? And about how long would you like the training to last, in hours or days?', ""Okay, that's helpful to know. Finally, what is the main topic or subject you're looking to cover in the training?"", 'Thanks for providing all those details. To wrap things up, what would you say are the desired outcomes or goals of this training? And do you have a preference for the format, such as online, in-person, workshop, or seminar?']","['The main contact is Jordan Casey, their phone number is +1-555-0234, and some potential dates that could work are June 15, 2023.', 'The budget available is 65,000 in local currency and there will be one participant.', 'The current skill level of the participant is intermediate.', 'There are no special requirements and the training should last for two weeks.', 'The main topic of the training is to improve photography skills, specifically portrait photography.', 'The goal is to get better at taking portrait photographs. An online course would be preferred for the format.']","{'contact_information': 'Jordan Casey', 'preferred_training_dates': 'June 15, 2023', 'budget_constraints': '65,000', 'number_of_participants': 'one', 'current_skill_level': 'intermediate', 'special_requirements': 'no special requirements', 'training_duration': 'two weeks', 'training_topic': 'to improve photography skills', 'desired_training_outcomes': 'to get better at taking portrait photographs', 'preferred_training_format': 'online'}"
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[""HR Assistant: No problem, what kind of training did you have in mind? I'm always happy to help folks learn new skills."", ""Employee: I'm looking to take an online photography course to improve my portrait skills."", 'HR Assistant: Online learning can be great for flexibility. About how much are you hoping to spend on the course? And do you need any special arrangements for the training?  ', 'Employee: Around 65,000 in local currency should work for my budget. And no special arrangements are needed.', ""HR Assistant: That's a reasonable budget. What are your goals for doing this training? What kind of results are you hoping for?"", 'Employee: I want to get better at taking portrait photographs.', 'HR Assistant: Portrait photography can definitely be improved with the right instruction. What will the course cover specifically?  ', 'Employee: It will focus on improving my photography skills in general.', ""HR Assistant: No problem, I'll just need the name, email and phone number of the person coordinating the training on your end."", 'Employee: The contact is Jordan Casey and their number is +1-555-0234.', 'HR Assistant: Thanks! What level of experience would you say the participants will have, generally speaking?', 'Employee: I would say an intermediate level of experience.  ', 'HR Assistant: Perfect, and about how long do you think the course should run? A few days? A week?', 'Employee: A 2 day course should work well.', 'HR Assistant: Great, just need to know the preferred dates. Could you provide them in the YYYY-MM-DD format? And how many people will be taking the course?', 'Employee: The dates are 2023-05-15. And it will just be myself participating.']","[{'preferred_training_format': 'online'}, {'budget_constraints': '65,000', 'special_requirements': 'no special arrangements are needed'}, {'desired_training_outcomes': 'get better at taking portrait photographs'}, {'training_topic': 'photography skills'}, {'contact_information': 'Jordan Casey'}, {'current_skill_level': 'intermediate'}, {'training_duration': '2 day'}, {'preferred_training_dates': '2023-05-15', 'number_of_participants': 'just be myself'}]","[""No problem, what kind of training did you have in mind? I'm always happy to help folks learn new skills."", 'Online learning can be great for flexibility. About how much are you hoping to spend on the course? And do you need any special arrangements for the training?', ""That's a reasonable budget. What are your goals for doing this training? What kind of results are you hoping for?"", 'Portrait photography can definitely be improved with the right instruction. What will the course cover specifically?', ""No problem, I'll just need the name, email and phone number of the person coordinating the training on your end."", 'Thanks! What level of experience would you say the participants will have, generally speaking?', 'Perfect, and about how long do you think the course should run? A few days? A week?', 'Great, just need to know the preferred dates. Could you provide them in the YYYY-MM-DD format? And how many people will be taking the course?']","[""I'm looking to take an online photography course to improve my portrait skills."", 'Around 65,000 in local currency should work for my budget. And no special arrangements are needed.', 'I want to get better at taking portrait photographs.', 'It will focus on improving my photography skills in general.', 'The contact is Jordan Casey and their number is +1-555-0234.', 'I would say an intermediate level of experience.', 'A 2 day course should work well.', 'The dates are 2023-05-15. And it will just be myself participating.']","{'preferred_training_format': 'online', 'budget_constraints': '65,000', 'special_requirements': 'no special arrangements are needed', 'desired_training_outcomes': 'get better at taking portrait photographs', 'training_topic': 'photography skills', 'contact_information': 'Jordan Casey', 'current_skill_level': 'intermediate', 'training_duration': '2 day', 'preferred_training_dates': '2023-05-15', 'number_of_participants': 'just be myself'}"
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, what kind of training are you looking to do that will help you out? Can you also give me the contact info for the person coordinating it like their name, email and phone number?', ""Employee: I'm looking to do some medical education training to help improve my knowledge. The contact is Dr. Li Wei, their email is liwei@medicalemail.com."", 'HR Assistant: Okay great, how would you prefer to do the training, like online or in-person? What are your goals in doing this training?', ""Employee: I'd like to do some online seminars. I'm hoping it will help me improve my medical knowledge.  "", ""HR Assistant: No problem, what's your budget for the training? Also, do you have any preferred dates in mind for when you'd like to do it?"", 'Employee: My budget for the training is 15,000 in my local currency. I was thinking around June 15th, 2023.', 'HR Assistant: Sounds good. About how many people do you think will be participating to help me get an idea?', 'Employee: There will be two people participating in the training.', 'HR Assistant: Great, what would you say is the current skill level of the participants? Also, about how long do you think the training should last?', 'Employee: Their current skill level is intermediate. I was thinking the training should last around two days.', 'HR Assistant: Okay, last question - do you foresee needing any special accommodations for the training?', 'Employee: No, there are no special requirements needed.']","[{'training_topic': 'medical education', 'contact_information': 'Dr. Li Wei'}, {'preferred_training_format': 'online', 'desired_training_outcomes': 'improve my medical knowledge'}, {'budget_constraints': '15,000', 'preferred_training_dates': 'June 15th, 2023'}, {'number_of_participants': 'two'}, {'current_skill_level': 'intermediate', 'training_duration': 'two days'}, {'special_requirements': 'No, there are no special requirements needed'}]","['No problem, what kind of training are you looking to do that will help you out? Can you also give me the contact info for the person coordinating it like their name, email and phone number?', 'Okay great, how would you prefer to do the training, like online or in-person? What are your goals in doing this training?', ""No problem, what's your budget for the training? Also, do you have any preferred dates in mind for when you'd like to do it?"", 'Sounds good. About how many people do you think will be participating to help me get an idea?', 'Great, what would you say is the current skill level of the participants? Also, about how long do you think the training should last?', 'Okay, last question - do you foresee needing any special accommodations for the training?']","[""I'm looking to do some medical education training to help improve my knowledge. The contact is Dr. Li Wei, their email is liwei@medicalemail.com."", ""I'd like to do some online seminars. I'm hoping it will help me improve my medical knowledge."", 'My budget for the training is 15,000 in my local currency. I was thinking around June 15th, 2023.', 'There will be two people participating in the training.', 'Their current skill level is intermediate. I was thinking the training should last around two days.', 'No, there are no special requirements needed.']","{'training_topic': 'medical education', 'contact_information': 'Dr. Li Wei', 'preferred_training_format': 'online', 'desired_training_outcomes': 'improve my medical knowledge', 'budget_constraints': '15,000', 'preferred_training_dates': 'June 15th, 2023', 'number_of_participants': 'two', 'current_skill_level': 'intermediate', 'training_duration': 'two days', 'special_requirements': 'No, there are no special requirements needed'}"
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[""HR Assistant: No problem, I'm happy to help. Do you anticipate needing any special accommodations for the training? When would be the best dates for you to attend? It helps me to have the dates in the YYYY-MM-DD format if possible.  "", 'Employee: No accommodations needed. June 15th, 2023 would work well for me.', 'HR Assistant: Great, thank you for providing those dates. Can you tell me a little bit about your current skill level so I can better recommend an appropriate training? I also need to get an idea of your budget so we can find options that fit. ', 'Employee: My current skill level is intermediate. The budget I have available is twelve thousand in local currency.', ""HR Assistant: Wonderful, thanks for sharing that information. What is the main topic or subject you're hoping to gain knowledge and skills in through this training? What are your goals or desired outcomes?"", ""Employee: The main topic I want the training to cover is engineering best practices. I'm hoping to improve my engineering skills through the training.  "", ""HR Assistant: Okay, I think I have a good understanding of what you're looking for now. Do you have a preference for the format - such as online, in-person, or a workshop? And about how long would you like the training to be, in hours or days?"", 'Employee: An online seminar format would work best for me given my schedule. A two day training would be sufficient time.', ""HR Assistant: Great, just one last question. How many people will be participating in the training? Can you also provide me with the name, email, and phone number of the person coordinating the training? I'll get to work finding some options that meet your needs."", 'Employee: There will just be one participant, which is me. The coordinator details are: Carlos Mendez, cmendez@email.com, +1-555-0102.']","[{'special_requirements': 'No', 'preferred_training_dates': 'June 15th, 2023'}, {'current_skill_level': 'intermediate', 'budget_constraints': 'twelve thousand'}, {'training_topic': 'engineering best practices', 'desired_training_outcomes': 'improve my engineering skills'}, {'preferred_training_format': 'online seminar', 'training_duration': 'two day'}, {'number_of_participants': 'one', 'contact_information': 'cmendez@email.com, +1-555-0102'}]","[""No problem, I'm happy to help. Do you anticipate needing any special accommodations for the training? When would be the best dates for you to attend? It helps me to have the dates in the YYYY-MM-DD format if possible."", 'Great, thank you for providing those dates. Can you tell me a little bit about your current skill level so I can better recommend an appropriate training? I also need to get an idea of your budget so we can find options that fit.', ""Wonderful, thanks for sharing that information. What is the main topic or subject you're hoping to gain knowledge and skills in through this training? What are your goals or desired outcomes?"", ""Okay, I think I have a good understanding of what you're looking for now. Do you have a preference for the format - such as online, in-person, or a workshop? And about how long would you like the training to be, in hours or days?"", ""Great, just one last question. How many people will be participating in the training? Can you also provide me with the name, email, and phone number of the person coordinating the training? I'll get to work finding some options that meet your needs.""]","['No accommodations needed. June 15th, 2023 would work well for me.', 'My current skill level is intermediate. The budget I have available is twelve thousand in local currency.', ""The main topic I want the training to cover is engineering best practices. I'm hoping to improve my engineering skills through the training."", 'An online seminar format would work best for me given my schedule. A two day training would be sufficient time.', 'There will just be one participant, which is me. The coordinator details are: Carlos Mendez, cmendez@email.com, +1-555-0102.']","{'special_requirements': 'No', 'preferred_training_dates': 'June 15th, 2023', 'current_skill_level': 'intermediate', 'budget_constraints': 'twelve thousand', 'training_topic': 'engineering best practices', 'desired_training_outcomes': 'improve my engineering skills', 'preferred_training_format': 'online seminar', 'training_duration': 'two day', 'number_of_participants': 'one', 'contact_information': 'cmendez@email.com, +1-555-0102'}"
training_request,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: Certainly, improving your skills is important. What level do you consider your coding ability at now - just starting out, have some experience, or really proficient already?', ""Employee: I'd say my skills are at an intermediate level right now."", 'HR Assistant: Okay great. About how many people do you think would benefit from this training? Also, could you provide me with the name, email and phone number of the main point of contact overseeing it? ', 'Employee: Just myself. The contact information is Priya Singh, priya.dev@techcorp.com.', 'HR Assistant: No problem. Do you have a budget in mind for the training? Let me know the approximate amount if you can.  ', 'Employee: The budget I have available is 1000 in our local currency.', 'HR Assistant: Wonderful, thanks for letting me know. In your ideal scenario, how long would you like the training to last - a couple hours, a full day, or more? And do you foresee any special needs we should plan for?', ""Employee: I was thinking the training could go for two full days. And no, I don't anticipate any special needs."", 'HR Assistant: Okay, one last question - would you prefer an online, in-person, workshop-style, or seminar-style format for the training?', 'Employee: An online seminar format would work best for me. ', 'HR Assistant: Great, just a few more details. What dates were you thinking of for the training? Also, what will be the main topic or focus of the training?', ""Employee: The preferred dates would be April 15th, 2023. And the main topic I'm interested in is software development best practices.""]","[{'desired_training_outcomes': '', 'current_skill_level': 'intermediate'}, {'number_of_participants': 'Just myself', 'contact_information': 'Priya Singh'}, {'budget_constraints': '1000'}, {'training_duration': 'two full days', 'special_requirements': ""no, I don't anticipate any special needs""}, {'preferred_training_format': 'online seminar'}, {'preferred_training_dates': 'April 15th, 2023', 'training_topic': 'software development best practices'}]","['Certainly, improving your skills is important. What level do you consider your coding ability at now - just starting out, have some experience, or really proficient already?', 'Okay great. About how many people do you think would benefit from this training? Also, could you provide me with the name, email and phone number of the main point of contact overseeing it?', 'No problem. Do you have a budget in mind for the training? Let me know the approximate amount if you can.', 'Wonderful, thanks for letting me know. In your ideal scenario, how long would you like the training to last - a couple hours, a full day, or more? And do you foresee any special needs we should plan for?', 'Okay, one last question - would you prefer an online, in-person, workshop-style, or seminar-style format for the training?', 'Great, just a few more details. What dates were you thinking of for the training? Also, what will be the main topic or focus of the training?']","[""I'd say my skills are at an intermediate level right now."", 'Just myself. The contact information is Priya Singh, priya.dev@techcorp.com.', 'The budget I have available is 1000 in our local currency.', ""I was thinking the training could go for two full days. And no, I don't anticipate any special needs."", 'An online seminar format would work best for me.', ""The preferred dates would be April 15th, 2023. And the main topic I'm interested in is software development best practices.""]","{'desired_training_outcomes': '', 'current_skill_level': 'intermediate', 'number_of_participants': 'Just myself', 'contact_information': 'Priya Singh', 'budget_constraints': '1000', 'training_duration': 'two full days', 'special_requirements': ""no, I don't anticipate any special needs"", 'preferred_training_format': 'online seminar', 'preferred_training_dates': 'April 15th, 2023', 'training_topic': 'software development best practices'}"
